group;main_unit_off;main_unit_ps;main_unit_fid
group 17;ВЛ-0,4 кВ ф-3 от ТП-Хл-212-2;212;3
group 17;"ВЛ-6 кВ № Бг-112, 
Абинский ЭСУ.";;
group 17;ВЛ-0,4 кВ ф-1 от ТП-75-2. ;75;1
group 17;ВЛ-0,4 кВ ф-2 от ТП-Зп-92-2.;92;2
group 17;ВЛ-0,4 кВ ф-1 от ТП-Дш-22п-4п.;;1
group 17;"ВЛ-6 кВ № Ст-2 
Приазовский ЭСУ";;
group 17;ВЛ-6 кВ Гр-122 Ильский ЭСУ.;;
group 17;ВЛ-6 кВ Аф-141 Афипский ЭСУ.;;141
group 17;ВЛ-0,4 кВ ф-1 от ТП-Хл-223-1;223;1
group 17;ВЛ-6 кВ № Чм-525 Ильский ЭСУ.;;
group 17;ВЛ-6 кВ № Ил-521 Ильский ЭСУ.;;
group 17;ВЛ-0,4 кВ ф-2 от     ТП-541-4.;541;2
group 17;ВЛ 6 кВ № 541  Приазовский ЭСУ.;;
group 17;ТП-Кл-514-12п.;;
group 17;ВЛ-0,4 кВ ф-3 от ТП-Кл-533-6;533;3
group 17;ТП  Кл-532-3п;;
group 17;ВЛ-10 Нк-51;;
group 17;ВЛ-10 кВ Нк-51, Нк-53;;
group 17;"ПС ""Юлия"" Абинский ЭСУ.";Юлия;
group 17;ВЛ-0,4 кВ ф-3 от ТП-Кл-514-14п.;;3
group 17;РП-6 кВ № 54 Приазовский ЭСУ.;;
group 17;ВЛ-0,4 кВ ф-3 от ТП-Дш-512-1п.;;3
group 17;ВЛ-0,4 кВ ф-1 от ТП Кл-514-5п;;1
group 17;ВЛ-10 кВ Нк-53;;
group 17;ВЛ-6 кВ №52, 53, 54, КУ-9, КУ-13;;
group 17;"ВЛ-35 кВ Абинск-Новоукраинская, ПС 35/6 кВ ""Юлия"" Абинский ЭСУ";Юлия;
group 17;"ВЛ-6 Аб-41, ПС 35/6 кВ ""Юлия"", ВЛ-6 Ю-1, ВЛ-6 Ю-2 Абинский ЭСУ.";Юлия;
group 17;ВЛ-6 кВ № 541 Приазовский ЭСУ;;
group 17;СУ УЭЦН скв. 191 Ключевое, 268 Ключевое, 365 Дыш, 511 Дыш.;;
group 17;"ПС-35/6 - ""Бугундырь"", ""Ахтырская"", ""Черноморская"", ""Горка"".";Бугундырь;
group 17;М-е Западно-Анастасиевское. Скв. 2002,2008,2012,38,701,2038.;;
group 17;ТП Ил-521-7п;;
group 17;ВЛ-0,4 кВ ф-1 от ТП-Хл-211-2;211;1
group 17;ВЛ-0,4 кВ ф-3 от Дш-512-1п;;3
group 17;Ф.2 ВЛ-0,4 кВ от ПР-ГУ30 до ГУ-30Б;;2
group 17;"ПС 35/6 кВ И-7 ""Черноморская"", И-12 ""Горка"", И-3 ""Ахтырская"", И-11 ""Бугундырь"".";Черноморская;
group 17;"ПС 35/6 кВ                         И-5 ""Ильская"",                 И-9 ""Западная"",           И-14 ""Азовская""";Ильская;
group 17;ВЛ-0,4 кВ ф-1 от ТП-Дш-22-5п;;1
group 17;Ф.1 от ТП Нк-53-3п.;;1
group 17;ВЛ-10 кВ Нк-51 ;;
group 17;ВЛ-0,4 кВ ф-1 от ТП Ю-1-13;;1
group 17;ТП 12-3;12;3
group 17;ВЛ-6 кВ Нф-42 Афипский ЭСУ.;;42
group 17;"КРУН-6 кВ ПС 35/6 кВ И-8 ""Восточная"" Афипский ЭСУ.";Восточная;
group 17;ВЛ-6 кВ №12 Приазовский ЭСУ.;;
group 17;Ю-2 Абинский ЭСУ.;;
group 17;"ПС 110/35/6 кВ ""А-1"", ПС 35/6 кВ ""Х-52"", ПС 35/10/6 кВ ""ССУ""";А-1;
group 17;"ПС 35/6 кВ  ""Бугундырь"", ""Ахтырская"", ""Черноморская"", ""Горка"", ""Западная"".";Бугундырь;
group 17;ВЛ-10 кВ СТ-2 Приазовский ЭСУ;;
group 17;РП-36 Бг Абинский ЭСУ.;;
group 17;ВЛ-0,4 кВ ф-1 от ТП-Ю-1-13.;;1
group 17;СУ УЭЦН скв. 191 Ключевое, 268 Ключевое, 365 Дыш, 511 Дыш.;;
group 17;"ПС-35/10 кВ - ""Николаевская"".";Николаевская;
group 17;"ПС-35/10 кВ -Т5 ""Николаевская""";Николаевская;
group 17;ВЛ-6 кВ № Ну-83 Абинский ЭСУ;;
group 17;ВЛ-6 кВ № Хл-212 Ильский ЭСУ;;
group 17;ПС-Ахтырская-35/6, ПС-Бугундырь-35/6. Абинский ЭСУ.;;
group 17;ВЛ-6 кВ № Вс-81 Афипский ЭСУ.;;
group 17;ВЛ-6 кВ № Ну-82 Абинский ЭСУ.;;
group 17;ВЛ-6 кВ № Хл-212 Ильский ЭСУ.;;
group 17;ВЛ-6 кВ № Ю-2 Абинский ЭСУ.;;
group 17;ВЛ-6 кВ № Нд-65 Афипский ЭСУ.;;
group 17;ВЛ-6 кВ Вс-81 Афипский ЭСУ.;;
group 17;"Сети ПАО ""Кубаньэнерго"".";"Сети ПАО ""Кубаньэнерго"".";
group 17;ВЛ-6 кВ Ю-1 Абинский ЭСУ;;
group 17;"ВЛ-35 кВ Абинск-Новоукраинская, ПС 35/6 кВ ""Юлия"" Абинский ЭСУ";Юлия;
group 17;ВЛИ-0,4 кВ ф.2  от КТП Ст-2-66-2п;;2
group 17;ВЛ-0,4 кВ ф.1 от            КТП ВС-84-1;84;1
group 17;"Сети ПАО ""Кубаньэнерго"".";"Сети ПАО ""Кубаньэнерго"".";
group 17;ВЛ-0,4 кВ ф.3 от     КТП  № Дш-512-1п;;3
group 17;ТП-Хл-210-1 Ильского ЭСУ.;210;1
group 17;УЭЦН скв. 5-я Западно-Беликовская.;;
group 17;Участок ВЛ-6 кВ Ка-72 от РП-72 Ка до Р-206 Афипский ЭСУ.;;
group 17;"Ввод 6 кВ трансформатора Т-2 на ПС 35/6 кВ Н-4 ""Нефтяная"".";Нефтяная;
group 17;ВЛ-6 кВ Кл-53 Афипского ЭСУ.;;
group 17;ВЛ-0,4 кВ ф.3 от            КТП Дш-512-1п;;3
group 17;ВЛ-0,4 кВ ф.1 от            КТП Ю-1-15п;;1
group 17; КТП Чм-532-6 Ильский ЭСУ;532;6
group 17;Скв. 67, 77.;;
group 17;ВЛ-0,4 кВ ф.2 от ТП Зп-92-2 ;92;2
group 17;ВЛ-6 кВ Нф-42 Афипский ЭСУ.;;42
group 17;ВЛ-6 кВ №54 Приазовский ЭСУ.;;
group 7;"ЛР-35кВ Ф-3 ПС ""К-39""";К-39;3
group 17;"Сети ПАО ""Кубаньэнерго"".";"Сети ПАО ""Кубаньэнерго"".";
group 17;ВЛ 6 кВ Кл-532п.;;
group 17;ВЛ 6 кВ Кл-532п.;;
group 17;ВЛ-6 кВ Ку-9 Приазовского ЭСУ.;;
group 17;ВЛ-0,4 кВ ф.2 от ТП Зп-92-2 ;92;2
group 17;ВЛ-0,4 кВ ф.2 от ТП Кл-514-12п;;2
group 17;ВЛ-6 кВ № Кл-51         Афипский ЭСУ.;;
group 17;"ПС 35/6 кВ: ""Н-6 Новодмитриевская"", ""Н-4 Нефтяная"", ""И-8 Восточная"", ""Н-7 Калужская"".";Н-6 Новодмитриевская;
group 17;"ПС ""Х-52"" Приазовского ЭСУ.";Х-52;
group 17;ВЛ-6 кВ № 523 Приазовского ЭСУ.;;
group 17;ВЛ-6 кВ Ку-9 Приазовского ЭСУ.;;
group 17;СУ УЭЦН скв. 847, 702, 1005. Зыбза.;;
group 17;"Ввод 6 кВ трансформатора Т-2 на ПС 35/6 кВ И-8 ""Восточная"".";Восточная;
group 17;"Ввод 6 кВ трансформатора Т-2 на ПС 35/6 кВ И-8 ""Восточная"".";Восточная;
group 17;ВЛ-0,4 кВ ф.1 от ТП-Кл-514-1п ;;1
group 17;ВЛ-6 кВ Ку-9 Приазовского ЭСУ.;;
group 17;ВЛ-6 кВ Вс-81 Афипский ЭСУ;;
group 17;ВЛ-6 кВ Нф-44 Афипский ЭСУ;;44
group 17;ВЛ-6 кВ № 523 Приазовский ЭСУ;;
group 17;ВЛ-0,4 кВ ф.1  от ТП Ю-1-20п            ;;1
group 17;19 шт скв. УЭЦН;;
group 17;"ПС 35/6 кВ  ""Н-6"" ""Новодмит-риевская""  ";Н-6;
group 17;ВЛ-0,4 кВ ф.3 от КТП Дш-512-1п;;3
group 17;ВЛ-0,4 кВ ф.1 от КТП Ю-1-15п;;1
group 17; КТП Чм-532-6 Ильский ЭСУ;532;6
group 17;ВЛ-10 кВ Нк-53;;
group 17;ВЛ-0,4 кВ ф.4  от  ТП-Дш-512-1п;;4
group 17;ВЛ-6кВ Кл-514;;
group 17;ТП Нк-53-4п ;;
group 17;УЭЦН скв. 1-я Южно-Морозовская;;
group 17;ВЛ-0,4 кВ ф.4  от  ТП-Дш-512-1п;;4
group 17;ВЛ-6 Ах-31 Абинского ЭСУ.;;
group 17;ТП-175-9 РЩ-0,4 кВ.;175;9
group 17;УЭЦН скв. 1-я Южно-Морозовская.;;
group 17;ВЛ-0,4 кВ ф.1            ТП Бг-112-1.;112;1
group 17;ВЛ-6 кВ Нф-42. Афипского ЭСУ.;;42
group 17;"п/ст 35/10 кВ                Т-5  ""Николаевская"".";;
group 17;ВЛ-0,4 кВ ф.1 от            КТП Ю-1-15п;;1
group 17;УЭЦН скв. 5-я Западно-Беликовская.;;
group 17;УЭЦН скв. 506 Дыш. ;;
group 17;ВЛ-0,4 кВ ф.2            ТП Нк-53-1;53;2
group 17;ВЛ-10 кВ Нк-51;;
group 17;12 шт. скважин;;
group 17;ВЛ-6кВ Кл-514 ;;
group 17;ВЛ-6 кВ Хл-22 Ильский ЭСУ;;
group 17;УЭЦН скв. 5-я Западно-Беликовская.;;
group 17;УЭЦН скв. 1-я Южно-Морозовская.;;
group 17;ВЛ-6 кВ Кл-514 Афипский ЭСУ.;;
group 17;ВЛ-35 кВ Ключевая-ПП-35.;;
group 17;ВЛ-6 кВ Ка-72.;;
group 17;ВЛ-6 кВ Кл-532п, ВЛ-6 кВ Кл-533;;
group 17;ВЛ-6 кВ Ка-72 от ПП-23 до Р-98;;
group 17;ВЛ-0,4 кВ ф-4 от ТП Кл-514-11п, скв.132;;4
group 17;ВЛ-0,4 кВ ф-3 от ТП Кл-533-6, скв.67;533;3
group 17;ВЛ-0,4 кВ ф-3 от ТП Кл-533-6, скв.77;533;3
group 17;ВЛ-0,4 кВ ф-2 от ТП Кл-532-1, скв.30;532;2
group 17;ВЛ-6 кВ Кл-57;;
group 17;ВЛ-6 кВ Ах-32;;
group 17;ВЛ-6 кВ Ка-72  до Р-98;;
group 17;ВЛ-6 кВ № Кл-53;;
group 17;ВЛ-6 кВ Ка-72  от РП-72 Ка до Р-206;;
group 17;"Сети ПАО ""Кубаньэнерго"".";"Сети ПАО ""Кубаньэнерго"".";
group 17;ВЛ-6 кВ Ку-9 Приазовского ЭСУ.;;
group 17;ВЛ-0,4 кВ ф-2 от ТП Кл-51-3п ;;2
group 17;ВЛ-0,4 кВ ф-3 от ТП Кл-533-6 ;533;3
group 17;ВЛ-6 кВ Кл-532п ;;
group 17;ТП-Хл-212-1;212;1
group 17;ВЛ-6 кВ № Кл-53;;
group 17;"П/ст 35/6 кВ                  И-7  ""Черноморская"". РУ-6 кВ.";;
group 17;УЭЦН скв. 5-я Западно-Беликовская.;;
group 17;ВЛ-6 кВ Ка-72  от РП-72 Ка до Р-206;;
group 17;ВЛ-6 кВ Дш-21п Афипский ЭСУ.;;
group 17;ВЛ-6 кВ № Кл-532;;
group 17;ВЛ-0,4 кВ ф-1,2, 3 от ТП-Чм-532-8;532;
group 17;"ВЛ-110 кВ ЮЗЭС ""Кубаньэнерго""";Кубаньэнерго;
group 17;ПС-А-4-110/6, ПС-А-1-110/35/6, ПС-Х-52-35/6;52;35
group 17;ПС-А-4-110/6, ПС-А-1-110/35/6, ПС-Х-52-35/6;52;35
group 17;ПС-А-4-110/6, ПС-А-1-110/35/6, ПС-Х-52-35/6;52;35
group 17;ГЗУ-3;;
group 17;ВЛ-0,4 кВ ф.1 от ТП-Ах-31-6;31;1
group 17;ВЛ-0,4 кВ ф-1,2, 3 от ТП-Чм-532-6;532;
group 17;ВЛ-0,4 кВ ф.1 от ТП-Дш-22-4п;;1
group 17;ВЛ-0,4 кВ ф.1 и ф.2 от ТП-Кл-51-5;51;1
group 17;ВЛ-0,4 кВ ф.2 от ТП Зп-92-2.;92;2
group 17;ВЛ-0,4 кВ ф.1 от ТП Бг-112-1.;112;1
group 17;ВЛ-0,4 кВ ф-1 от ТП-Кл-514-12п.;;1
group 17;3 шт. скважины;;
group 17;14 шт. скважин;;
group 17;ВЛ-0,4 кВ ф-2 от ТП-Кл-514-9п;;2
group 17;ВЛ-0,4 кВ ф.3 от ТП-Хл-211-2;211;3
group 17;ВЛ-0,4 кВ ф-1 ТП-Чм-532-6;532;1
group 17;ТП-175-20;175;20
group 17;скв. 701 Зыбза;;
group 17;"КРУН-6 кВ ПС 35/6 кВ И-8 ""Восточная"" Афипский ЭСУ.";Восточная;
group 17;"ПС 35/6 кВ: ""Н-6 Новодмитриевская"", ""Н-4 Нефтяная"", ""И-8 Восточная"", ""Н-7 Калужская"".";Н-6 Новодмитриевская;
group 17;"ВЛ-35 кВ ""Восточная-Нефтяная"".";Восточная-Нефтяная;
group 17;ЭЦН скв. 17.;;
group 4;СУ скважин;СУ скважин;
group 18;Ф-115;;115
group 4;СУ;СУ;
group 10;ЗРУ 6 кВ ДНС-1 Зап.-Усть-Балык. КТПН 6/0,4 кВ 1000 кВа №1КП-6б;;
group 6;"ГТЭС-42 ГТУ-3   
   ";;
group 2;"ПС 110/35/6кВ ""Каменная"",
ВЛ-35кВ Запад-1";Каменная;
group 4;СУ к.465;;
group 10;ПС 220/110/35 кВ Васильев ВЛ 110 кВ Васильев-Урьевская-1;220;
group 18;ВТ-32;;
group 4;ВВ-6-2;;
group 12;ВЛ-35кВ Ф-1,3 ПС-110/35/6 КНС-25;;
group 19;ПС 35/10 кВ Кадырово;35;
group 10;"ВЛ 110 кВ ""Кирьяновская-ПП Восточный"",
""ПП-Восточный-Ореховская""";Кирьяновская-ПП Восточный;
group 6;ВЛ-6кВ Ф-5;;5
group 9; ГПУ;ГПУ;
group 10;РУ 6 кВ №2 КТП 6/0,4кВ 2х400кВА КНС-3Мр 2Т;;
group 10;ГТЭС 6х6 ТГ (газ)-4;;
group 14;"ВЛ-6кВ ""208-04""";208-04;4
group 10;"ГПЭС ДНС-1 6х1,250; 12х1,375 ";;
group 8;БКНС Курманаевка;БКНС Курманаевка;
group 5;Лебединское, скв. 1;;
group 19;ВЛ-6кВ ф.14 ПС Болотино;;14
group 7;"КРУН №1 Ф-8,18 ПС 35/6кВ ""Промысловая""";Промысловая;
group 11;;;
group 16;"МВ-35 кВ Т-1-Т, МВ-6 кВ Т-1-Т ПС 35/6 кВ ""Ивановская""";Ивановская;
group 4;СВВ-35;;
group 4;к.14Э БКРУ-6 СВВ-6 ;;
group 10;ПС 220/110/35 кВ Ленинская ВЛ 110 кВ Ленинская-Лосинка 2;220;
group 10;ПС 220/110/35 кВ Ленинская ВЛ 110 кВ Ленинская-Лосинка 2;220;
group 10;ПС 35/6 кВ Кедровая Тр-р 35/6 кВ №2;35;
group 10;ПС 35/6 кВ ДНС-2 ВЛ 6 кВ Ф-9 от ПС 35/6 кВ ДНС-2;35;9
group 10;ПС 220/110/35 кВ Кирьяновская ВЛ 35 кВ Ф-1 от ПС 220/110/35 кВ Кирьяновская;220;1
group 10;"ПС 35/6 кВ ""Кысомская"" ВЛ 6 кВ Ф-4 от ПС 35/6 кВ ""Кысомская""";Кысомская;4
group 10;ПС 220/110/35 кВ Васильев ВЛ 110 кВ Васильев-Урьевская-2;220;
group 10;ПС 220/110/35 кВ Кирьяновская ВЛ 110 кВ Кирьяновская-Мегион-1;220;
group 10;ПС 35/6 кВ Куст-37 ВЛ 6 кВ Ф-18 от ПС 35/6 кВ Куст-37;35;18
group 10;ПС 35/6 кВ ДНС-2М ВЛ 6 кВ Ф-11 от ПС 35/6 кВ ДНС-2М;35;11
group 10;ПС 110/35/6 кВ Ново-Покурская ВЛ 35 кВ Ф-3 от ПС 110/35/6 кВ Ново-Покурская;110;3
group 10;ПС 35/6 кВ Куст-47 ВЛ 6 кВ Ф-17 от ПС 35/6 кВ Куст-47;35;17
group 10;ПС 35/6 кВ Куст-69 ВЛ 6 кВ Ф-4 от ПС 35/6 кВ Куст-69;35;4
group 10;ПС 35/6 кВ Баграс ВЛ 6 кВ Ф-8 от ПС 35/6 кВ Баграс;35;8
group 10;ПС 6/35кВ Касаев ВЛ 6 кВ Ф-2 от ПС 6/35кВ Касаев;6;2
group 4; ТН-6-2;;
group 10;ПС 35/6 кВ Куст-1 1В 6кВ Пункт АВР-6кВ №2 КП-1;35;
group 2;ВЛ-110кВ Генерация-ДНС-32 1,2цепь;;
group 4;В-6 ф.084-07;084;7
group 10;ПС 35/6 кВ №187 В-35-1Т;35;
group 15;Ф-505, 506, 507, 512, 522;;
group 16;"ВВ-35 кВ Т-2-Т, ВВ-6 кВ Т-2-Т ПС 35/6 кВ ""Берендей"" Под отключение попали: Т-2-Т ПС 35/6 кВ ""Берендей"", ПС 35/6 кВ ""Шумарка"", ""Винно-Банновская"", ""Семеновская"".";Берендей;
group 9;ДЭС;ДЭС;
group 10;"Пункт АВР-6кВ,
КП-116 2 В-6";;
group 10;"ГПЭС-2 8х1540, 1х250
Аригольское м/р, 
ГПГУ-1-7";;
group 10;ПС 35/6 кВ Куст-50 яч.17;35;
group 10;ПС 35/6 кВ Куст-50 яч.17;35;
group 8;"35/6кВ ""Боголюбовская"",
ВЛ-6 ф.№ 1212. ";;1212
group 4;СУ;СУ;
group 4;СУ;СУ;
group 12;ВЛ-6кВ Ф-26   ЗРУ-6кВ КНС-1 Тюменского м/р;;26
group 14;"
ВЛ-6кВ ""306-08""
";306-08;8
group 10;"ПС 6/35кВ Касаев,
ВЛ-6 кВ ф.7";6;7
group 10;ЗРУ 6 кВ Энергоцентр  КП-44 ВЛ 6 кВ Ф-1 от ЗРУ 6 кВ Энергоцентр ДЭС КП-44;;1
group 10;ПС 220/10/6 кВ Каркатеевы яч.40;220;
group 11;ВЛ-6кВ ф.№4 ;;4
group 10;ДЭС КП-41 6х1,25 ;;
group 4;К-101 КТПН-6/0.4кВ №3 АВ-0.4кВ Ввода;;
group 4; ВЛ-35 Квант-1 ;;
group 10;ГТЭС 6х6 ТГ (газ)-2;;
group 10;ПС 35/6 кВ Куст-30 яч.8;35;
group 10;ГТЭС 6х6 ТГ (газ)-4;;
group 10;ПС 220/110/35 кВ Комета ВЛ 110 кВ Комета-Лысенковская-1;220;
group 10;ПС 35/6 кВ Куст-27 ВЛ 6 кВ Ф-5 от ПС 35/6 кВ Куст-27;35;5
group 10;"ДЭС КП-44 4х1,25; 6х1,4 ДГУ-4 ""Aggreko""";;
group 10;ПС 35/6 кВ Куст-114 ВЛ 6 кВ Ф-13 от ПС 35/6 кВ Куст-114;35;13
group 10;ПС 35/6 кВ Куст-115 ВЛ 6 кВ Ф-13 от ПС 35/6 кВ Куст-115;35;13
group 10;РУ 6 кВ ДНС-2 ВЛ 6 кВ Ф-3 от РУ 6 кВ ДНС-2;;3
group 10;"ГПЭС ДНС-2 2х1,25; 7х1,375 ";;
group 10;ПС 35/6 кВ КНС-3А ВЛ 6 кВ Ф-3 от ПС 35/6 кВ КНС-3А;35;3
group 10;ПС 110/35/6 кВ Январская ВЛ 35 кВ Ф-4 от ПС 110/35/6 кВ Январская;110;4
group 10;ПС 220/10/6 кВ Каркатеевы яч.39;220;
group 10;ПС 220/10/6 кВ Каркатеевы яч.40;220;
group 10;ПС 35/6 кВ КНС-3м яч.12;35;
group 10;ПС 220/10/6 кВ Каркатеевы яч.39;220;
group 10;ПС 220/10/6 кВ Каркатеевы яч.39;220;
group 10;ПС 35/6 кВ Максимкинская яч.5;35;
group 10;ПС 220/110/35 кВ Урьевская ВЛ 110 Урьевская-Локосово-1,2;220;
group 10;ПС 35/6 кВ Куст-78 С-Ват. яч.4;35;
group 10;ПС 220/10/6 кВ Каркатеевы яч.39;220;
group 10;ГПЭС-2 8х1540, 1х250  ГПГУ-1;;
group 10;ПС 220/110/35 кВ Ленинская ВЛ 110 кВ Ленинская-Лосинка 2;220;
group 4;В-6 ф.236-18;236;18
group 10;ПП 110 кВ Восточный ВЛ 110 кВ ПП Восточный-Чистинная-1;;
group 10;ПС 35/6 кВ Новая Тр-р 35/6 кВ №2;35;
group 10;ПС 35/6 кВ Куст-211 ВЛ 6 кВ Ф-18 от ПС 35/6 кВ Куст-211;35;18
group 10;ПС 35/6 кВ Куст-211 ВЛ 6 кВ Ф-5 от ПС 35/6 кВ Куст-211;35;5
group 10;ПС 35/6 кВ Куст-120 ВЛ 6 кВ Ф-6 от ПС 35/6 кВ Куст-120;35;6
group 10;ПС 35/6 кВ Куст-106 ВЛ 6 кВ Ф-10 от ПС 35/6 кВ Куст-106;35;10
group 10;КРУН 6 кВ ДНС-2 ВЛ 6 кВ Ф-14 от КРУН 6 кВ ДНС-2;;14
group 10;ЗРУ 6 кВ КП-49 ВЛ 6 кВ Ф- 11 от ЗРУ 6 кВ КП-49;;
group 10;ЗРУ 6 кВ КП-49 ВЛ 6 кВ Ф-4 от ЗРУ 6 кВ КП-49;;4
group 10;ПС 35/6 кВ Северо-Островная ВЛ 6 кВ Ф-8 от ПС 35/6 кВ Северо-Островная;35;8
group 10;ПС 35/6 кВ Северо-Островная ВЛ 6 кВ Ф-18 от ПС 35/6 кВ Северо-Островная;35;18
group 10;ПС 35/6 кВ Ачимовская-1 ВЛ 6 кВ Ф-14 от ПС 35/6 кВ Ачимовская-1;35;14
group 10;ПС 110/35/6 кВ Каскад ВЛ 35 кВ Ф-1 от ПС 110/35/6 кВ Каскад;110;1
group 10;ПС 35/6 кВ Куст-11 ВЛ 6 кВ Ф-6 от ПС 35/6 кВ Куст-11;35;6
group 10;ПС 35/6 кВ Аригольская-2 ВЛ 6 кВ Ф-5 от ПС 35/6 кВ Аригольская-2;35;5
group 10;ПС 35/6 кВ Ачимовская-1 ВЛ 6 кВ Ф-13 от ПС 35/6 кВ Ачимовская-1;35;13
group 10;ПС 35/6 кВ Ачимовская-1 ВЛ 6 кВ Ф-14 от ПС 35/6 кВ Ачимовская-1;35;14
group 10;ПС 110/35/6 кВ Факел ВЛ 110 кВ Факел-Комета-1 от ПС 110/35/6 кВ Факел;110;
group 10;"ДЭС КП-44 4х1,25; 6х1,4 ";;
group 10;ПС 35/6 кВ Куст-103 В-35-1Т;35;
group 10;ЗРУ 6 кВ Энергокомплекс КП-69 ВЛ 6 кВ Ф-4 от ЗРУ 6 кВ Энергокомплекс КП-69;;4
group 10;РУ 6 кВ Кетовское ВЛ 6 кВ Ф-36 от РУ 6 кВ Кетовское;;36
group 4;КТП-1 ВВ-6;;
group 10;ПС 220/110/35 кВ Кирьяновская ВЛ 110 кВ Кирьяновская-ПП Восточный-2;220;
group 9;ДЭС;ДЭС;
group 10;ПС 35/6 кВ Куст-78 ВЛ 6 кВ Ф-16 от ПС 35/6 кВ Куст-78;35;16
group 10;ПС 110/35/6 кВ Ново-Покурская ВЛ 35 кВ Ф-2,4 от ПС 110/35/6 кВ Ново-Покурская;110;
group 10;ЗРУ 6 кВ №2 ГПЭС ДНС-1 ВЛ 6 кВ Ф-2-4 от ЗРУ 6 кВ №2 ГПЭС ДНС-1;;4
group 10;ПС 35/6 кВ Куст-1 ВЛ 6 кВ Ф-16 от ПС 35/6 кВ Куст-1;35;16
